"-1,86E-01"
"-1,78E-01"
"-1,71E-01"
"-1,65E-01"
"-1,60E-01"
"-1,55E-01"
"-1,50E-01"
"-1,45E-01"
"-1,41E-01"
"-1,37E-01"
"-1,33E-01"
"-1,29E-01"
"-1,26E-01"
"-1,22E-01"
"-1,19E-01"
"-1,16E-01"
"-1,12E-01"
"-1,09E-01"
"-1,07E-01"
"-1,03E-01"
"-1,19E-01"
"-9,72E-02"
"-9,40E-02"
"-9,09E-02"
"-8,78E-02"
"-8,47E-02"
"-8,15E-02"
"-7,83E-02"
"-7,51E-02"
"-7,19E-02"
"-6,87E-02"
"-6,54E-02"
"-6,22E-02"
"-5,88E-02"
"-5,55E-02"
"-5,20E-02"
"-4,86E-02"
"-4,52E-02"
"-4,17E-02"
"-3,83E-02"
"-3,47E-02"
"-3,12E-02"
"-2,76E-02"
"-2,40E-02"
"-2,04E-02"
"-1,67E-02"
"-1,30E-02"
"-9,34E-03"
"-5,62E-03"
"-1,89E-03"
"1,85E-03"
"5,62E-03"
"9,39E-03"
"1,32E-02"
"1,70E-02"
"2,07E-02"
"2,46E-02"
"2,83E-02"
"3,22E-02"
"3,59E-02"
"3,97E-02"
"4,35E-02"
"4,72E-02"
"5,10E-02"
"5,47E-02"
"5,84E-02"
"6,21E-02"
"6,58E-02"
"6,94E-02"
"7,30E-02"
"7,65E-02"
"8,00E-02"
"8,35E-02"
"8,70E-02"
"9,04E-02"
"9,37E-02"
"9,71E-02"
"1,08E-01"
"1,04E-01"
"1,07E-01"
"1,10E-01"
"1,13E-01"
"1,17E-01"
"1,19E-01"
"1,22E-01"
"1,25E-01"
"1,28E-01"
"1,30E-01"
"1,33E-01"
"1,36E-01"
"1,38E-01"
"1,40E-01"
"1,43E-01"
"1,45E-01"
"1,48E-01"
"1,50E-01"
"1,52E-01"
"1,54E-01"
"1,56E-01"
"1,58E-01"
