"1,97E-09"
"-7,04E-09"
"-4,16E-09"
"9,18E-09"
"-4,37E-10"
"-6,83E-09"
"5,00E-09"
"6,06E-09"
"-4,35E-09"
"-5,69E-09"
"8,37E-09"
"2,09E-09"
"-8,82E-09"
"-2,90E-09"
"9,18E-09"
"-8,78E-10"
"-8,89E-09"
"4,74E-10"
"6,82E-09"
"-4,58E-09"
"-6,26E-09"
"4,55E-09"
"5,67E-09"
"-6,07E-09"
"-5,72E-09"
"8,18E-09"
"5,41E-09"
"-8,47E-09"
"-4,06E-09"
"9,58E-09"
"-3,71E-10"
"-8,64E-09"
"8,17E-10"
"9,35E-09"
"-1,34E-09"
"-7,48E-09"
"4,41E-09"
"5,84E-09"
"-5,51E-09"
"-5,81E-09"
"7,71E-09"
"2,71E-09"
"-8,93E-09"
"1,13E-09"
"6,68E-09"
"-1,88E-09"
"-6,79E-09"
"2,19E-09"
"6,37E-09"
"-6,26E-09"
"-4,55E-09"
"8,50E-09"
"5,25E-09"
"-8,95E-09"
"-5,60E-10"
"7,86E-09"
"-2,99E-09"
"-5,55E-09"
"8,82E-09"
"5,67E-09"
"-7,48E-09"
"-3,69E-09"
"9,14E-09"
"2,08E-09"
"-8,08E-09"
"7,71E-10"
"9,80E-09"
"-1,48E-09"
"-7,42E-09"
"3,04E-09"
"5,80E-09"
"-5,62E-09"
"-6,23E-09"
"5,73E-09"
"5,50E-09"
"-6,59E-09"
"-5,56E-09"
"8,65E-09"
"1,72E-09"
"-8,75E-09"
"-3,04E-09"
"9,51E-09"
"1,36E-09"
"-8,96E-09"
"6,43E-10"
"7,34E-09"
"-4,58E-09"
"-6,00E-09"
"7,44E-09"
"5,58E-09"
"-8,42E-09"
"-1,72E-09"
"9,30E-09"
"-1,43E-09"
"-7,38E-09"
"6,83E-09"
"-6,51E-09"
"-5,09E-09"
"7,51E-09"
